#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=Under a Writ of Fiori Facias.
1-1	0-5	Under	_	_	
1-2	6-7	a	_	_	
1-3	8-12	Writ	_	_	
1-4	13-15	of	_	_	
1-5	16-21	Fiori	_	_	
1-6	22-28	Facias	_	_	
1-7	28-29	.	_	_	

#Text=—To Farmers, Cattle Dealers, Hay Dealers, and others.
2-1	29-30	—	_	_	
2-2	30-32	To	_	_	
2-3	33-40	Farmers	_	_	
2-4	40-41	,	_	_	
2-5	42-48	Cattle	_	_	
2-6	49-56	Dealers	_	_	
2-7	56-57	,	_	_	
2-8	58-61	Hay	_	_	
2-9	62-69	Dealers	_	_	
2-10	69-70	,	_	_	
2-11	71-74	and	_	_	
2-12	75-81	others	_	_	
2-13	81-82	.	_	_	

#Text=TO BE SOLD BY AUCTION, BY MR.
3-1	83-85	TO	_	_	
3-2	86-88	BE	_	_	
3-3	89-93	SOLD	_	_	
3-4	94-96	BY	_	_	
3-5	97-104	AUCTION	_	_	
3-6	104-105	,	_	_	
3-7	106-108	BY	_	_	
3-8	109-111	MR	_	_	
3-9	111-112	.	_	_	

#Text=HENRY HEAP, on Wednesday next, Ang. 20th, 1862, at the house, farm, and on the premises of Mr.
4-1	113-118	HENRY	_	_	
4-2	119-123	HEAP	_	_	
4-3	123-124	,	_	_	
4-4	125-127	on	_	_	
4-5	128-137	Wednesday	_	_	
4-6	138-142	next	_	_	
4-7	142-143	,	_	_	
4-8	144-147	Ang	_	_	
4-9	147-148	.	_	_	
4-10	149-153	20th	_	_	
4-11	153-154	,	_	_	
4-12	155-159	1862	_	_	
4-13	159-160	,	_	_	
4-14	161-163	at	_	_	
4-15	164-167	the	_	_	
4-16	168-173	house	_	_	
4-17	173-174	,	_	_	
4-18	175-179	farm	_	_	
4-19	179-180	,	_	_	
4-20	181-184	and	_	_	
4-21	185-187	on	_	_	
4-22	188-191	the	_	_	
4-23	192-200	premises	_	_	
4-24	201-203	of	_	_	
4-25	204-206	Mr	_	_	
4-26	206-207	.	_	_	

#Text=John Buckley, of Thomcliffe Bam Farm, situate near Thomcliffe Hall, in Hollingworth, in the county of Chester, the whole of his valuable FARMINGSTOCK, MILCH COWS, HORSE, ASS, NARROWWHEELED CART, HOUSEHOLD FURNITURE, and other effects, comprising 11 young milch cows, part of early note, and the remainder full of milk; useful draught horse, one ass, prime store pig, narrowwheeled cart, with thrippers, nearly new ; set of shaft geers, sets of milk cans, with brass taps ; milking cans, cream mugs, dash chums, butter basin and sieves, rakes, scythes and pikels, wheelbarrow, a quantity of poultry, and upwards of 50 tons of rich high-land hay, in prime condition, of this year’s growth, which will be sold in lots to suit purchasers.
5-1	208-212	John	_	_	
5-2	213-220	Buckley	_	_	
5-3	220-221	,	_	_	
5-4	222-224	of	_	_	
5-5	225-235	Thomcliffe	*[1]	BUILDING[1]	
5-6	236-239	Bam	*[1]	BUILDING[1]	
5-7	240-244	Farm	*[1]	BUILDING[1]	
5-8	244-245	,	_	_	
5-9	246-253	situate	_	_	
5-10	254-258	near	_	_	
5-11	259-269	Thomcliffe	*[2]	BUILDING[2]	
5-12	270-274	Hall	*[2]	BUILDING[2]	
5-13	274-275	,	_	_	
5-14	276-278	in	_	_	
5-15	279-291	Hollingworth	https://en.wikipedia.org/wiki/Hollingworth	LOC	
5-16	291-292	,	_	_	
5-17	293-295	in	_	_	
5-18	296-299	the	_	_	
5-19	300-306	county	_	_	
5-20	307-309	of	_	_	
5-21	310-317	Chester	https://en.wikipedia.org/wiki/Chester	LOC	
5-22	317-318	,	_	_	
5-23	319-322	the	_	_	
5-24	323-328	whole	_	_	
5-25	329-331	of	_	_	
5-26	332-335	his	_	_	
5-27	336-344	valuable	_	_	
5-28	345-357	FARMINGSTOCK	_	_	
5-29	357-358	,	_	_	
5-30	359-364	MILCH	_	_	
5-31	365-369	COWS	_	_	
5-32	369-370	,	_	_	
5-33	371-376	HORSE	_	_	
5-34	376-377	,	_	_	
5-35	378-381	ASS	_	_	
5-36	381-382	,	_	_	
5-37	383-396	NARROWWHEELED	_	_	
5-38	397-401	CART	_	_	
5-39	401-402	,	_	_	
5-40	403-412	HOUSEHOLD	_	_	
5-41	413-422	FURNITURE	_	_	
5-42	422-423	,	_	_	
5-43	424-427	and	_	_	
5-44	428-433	other	_	_	
5-45	434-441	effects	_	_	
5-46	441-442	,	_	_	
5-47	443-453	comprising	_	_	
5-48	454-456	11	_	_	
5-49	457-462	young	_	_	
5-50	463-468	milch	_	_	
5-51	469-473	cows	_	_	
5-52	473-474	,	_	_	
5-53	475-479	part	_	_	
5-54	480-482	of	_	_	
5-55	483-488	early	_	_	
5-56	489-493	note	_	_	
5-57	493-494	,	_	_	
5-58	495-498	and	_	_	
5-59	499-502	the	_	_	
5-60	503-512	remainder	_	_	
5-61	513-517	full	_	_	
5-62	518-520	of	_	_	
5-63	521-525	milk	_	_	
5-64	525-526	;	_	_	
5-65	527-533	useful	_	_	
5-66	534-541	draught	_	_	
5-67	542-547	horse	_	_	
5-68	547-548	,	_	_	
5-69	549-552	one	_	_	
5-70	553-556	ass	_	_	
5-71	556-557	,	_	_	
5-72	558-563	prime	_	_	
5-73	564-569	store	_	_	
5-74	570-573	pig	_	_	
5-75	573-574	,	_	_	
5-76	575-588	narrowwheeled	_	_	
5-77	589-593	cart	_	_	
5-78	593-594	,	_	_	
5-79	595-599	with	_	_	
5-80	600-609	thrippers	_	_	
5-81	609-610	,	_	_	
5-82	611-617	nearly	_	_	
5-83	618-621	new	_	_	
5-84	622-623	;	_	_	
5-85	624-627	set	_	_	
5-86	628-630	of	_	_	
5-87	631-636	shaft	_	_	
5-88	637-642	geers	_	_	
5-89	642-643	,	_	_	
5-90	644-648	sets	_	_	
5-91	649-651	of	_	_	
5-92	652-656	milk	_	_	
5-93	657-661	cans	_	_	
5-94	661-662	,	_	_	
5-95	663-667	with	_	_	
5-96	668-673	brass	_	_	
5-97	674-678	taps	_	_	
5-98	679-680	;	_	_	
5-99	681-688	milking	_	_	
5-100	689-693	cans	_	_	
5-101	693-694	,	_	_	
5-102	695-700	cream	_	_	
5-103	701-705	mugs	_	_	
5-104	705-706	,	_	_	
5-105	707-711	dash	_	_	
5-106	712-717	chums	_	_	
5-107	717-718	,	_	_	
5-108	719-725	butter	_	_	
5-109	726-731	basin	_	_	
5-110	732-735	and	_	_	
5-111	736-742	sieves	_	_	
5-112	742-743	,	_	_	
5-113	744-749	rakes	_	_	
5-114	749-750	,	_	_	
5-115	751-758	scythes	_	_	
5-116	759-762	and	_	_	
5-117	763-769	pikels	_	_	
5-118	769-770	,	_	_	
5-119	771-782	wheelbarrow	_	_	
5-120	782-783	,	_	_	
5-121	784-785	a	_	_	
5-122	786-794	quantity	_	_	
5-123	795-797	of	_	_	
5-124	798-805	poultry	_	_	
5-125	805-806	,	_	_	
5-126	807-810	and	_	_	
5-127	811-818	upwards	_	_	
5-128	819-821	of	_	_	
5-129	822-824	50	_	_	
5-130	825-829	tons	_	_	
5-131	830-832	of	_	_	
5-132	833-837	rich	_	_	
5-133	838-847	high-land	_	_	
5-134	848-851	hay	_	_	
5-135	851-852	,	_	_	
5-136	853-855	in	_	_	
5-137	856-861	prime	_	_	
5-138	862-871	condition	_	_	
5-139	871-872	,	_	_	
5-140	873-875	of	_	_	
5-141	876-880	this	_	_	
5-142	881-885	year	_	_	
5-143	885-886	’	_	_	
5-144	886-887	s	_	_	
5-145	888-894	growth	_	_	
5-146	894-895	,	_	_	
5-147	896-901	which	_	_	
5-148	902-906	will	_	_	
5-149	907-909	be	_	_	
5-150	910-914	sold	_	_	
5-151	915-917	in	_	_	
5-152	918-922	lots	_	_	
5-153	923-925	to	_	_	
5-154	926-930	suit	_	_	
5-155	931-941	purchasers	_	_	
5-156	941-942	.	_	_	

#Text=The Household Furniture comprises long-post and tent bedsteads, prime woollen flock beds and bedding, mahogany dining and card tables, kitchen sofa, large oak linen chest, round and square tables, rocking and two-armed chairs, kitchen chairs, with rush seats; clock, chest of mahogany drawers, swing dressing glasses, bread tub, buckets, water cans, winterhedges, iron and tin pans, glass, china, and earthenware; and a variety of other miscellaneous articles too numerous to insert.
6-1	943-946	The	_	_	
6-2	947-956	Household	_	_	
6-3	957-966	Furniture	_	_	
6-4	967-976	comprises	_	_	
6-5	977-986	long-post	_	_	
6-6	987-990	and	_	_	
6-7	991-995	tent	_	_	
6-8	996-1005	bedsteads	_	_	
6-9	1005-1006	,	_	_	
6-10	1007-1012	prime	_	_	
6-11	1013-1020	woollen	_	_	
6-12	1021-1026	flock	_	_	
6-13	1027-1031	beds	_	_	
6-14	1032-1035	and	_	_	
6-15	1036-1043	bedding	_	_	
6-16	1043-1044	,	_	_	
6-17	1045-1053	mahogany	_	_	
6-18	1054-1060	dining	_	_	
6-19	1061-1064	and	_	_	
6-20	1065-1069	card	_	_	
6-21	1070-1076	tables	_	_	
6-22	1076-1077	,	_	_	
6-23	1078-1085	kitchen	_	_	
6-24	1086-1090	sofa	_	_	
6-25	1090-1091	,	_	_	
6-26	1092-1097	large	_	_	
6-27	1098-1101	oak	_	_	
6-28	1102-1107	linen	_	_	
6-29	1108-1113	chest	_	_	
6-30	1113-1114	,	_	_	
6-31	1115-1120	round	_	_	
6-32	1121-1124	and	_	_	
6-33	1125-1131	square	_	_	
6-34	1132-1138	tables	_	_	
6-35	1138-1139	,	_	_	
6-36	1140-1147	rocking	_	_	
6-37	1148-1151	and	_	_	
6-38	1152-1161	two-armed	_	_	
6-39	1162-1168	chairs	_	_	
6-40	1168-1169	,	_	_	
6-41	1170-1177	kitchen	_	_	
6-42	1178-1184	chairs	_	_	
6-43	1184-1185	,	_	_	
6-44	1186-1190	with	_	_	
6-45	1191-1195	rush	_	_	
6-46	1196-1201	seats	_	_	
6-47	1201-1202	;	_	_	
6-48	1203-1208	clock	_	_	
6-49	1208-1209	,	_	_	
6-50	1210-1215	chest	_	_	
6-51	1216-1218	of	_	_	
6-52	1219-1227	mahogany	_	_	
6-53	1228-1235	drawers	_	_	
6-54	1235-1236	,	_	_	
6-55	1237-1242	swing	_	_	
6-56	1243-1251	dressing	_	_	
6-57	1252-1259	glasses	_	_	
6-58	1259-1260	,	_	_	
6-59	1261-1266	bread	_	_	
6-60	1267-1270	tub	_	_	
6-61	1270-1271	,	_	_	
6-62	1272-1279	buckets	_	_	
6-63	1279-1280	,	_	_	
6-64	1281-1286	water	_	_	
6-65	1287-1291	cans	_	_	
6-66	1291-1292	,	_	_	
6-67	1293-1305	winterhedges	_	_	
6-68	1305-1306	,	_	_	
6-69	1307-1311	iron	_	_	
6-70	1312-1315	and	_	_	
6-71	1316-1319	tin	_	_	
6-72	1320-1324	pans	_	_	
6-73	1324-1325	,	_	_	
6-74	1326-1331	glass	_	_	
6-75	1331-1332	,	_	_	
6-76	1333-1338	china	_	_	
6-77	1338-1339	,	_	_	
6-78	1340-1343	and	_	_	
6-79	1344-1355	earthenware	_	_	
6-80	1355-1356	;	_	_	
6-81	1357-1360	and	_	_	
6-82	1361-1362	a	_	_	
6-83	1363-1370	variety	_	_	
6-84	1371-1373	of	_	_	
6-85	1374-1379	other	_	_	
6-86	1380-1393	miscellaneous	_	_	
6-87	1394-1402	articles	_	_	
6-88	1403-1406	too	_	_	
6-89	1407-1415	numerous	_	_	
6-90	1416-1418	to	_	_	
6-91	1419-1425	insert	_	_	
6-92	1425-1426	.	_	_	

#Text=Sale to 
#Text=at 11 o’clock in the forenoon.
7-1	1428-1432	Sale	_	_	
7-2	1433-1435	to	_	_	
7-3	1437-1439	at	_	_	
7-4	1440-1442	11	_	_	
7-5	1443-1444	o	_	_	
7-6	1444-1445	’	_	_	
7-7	1445-1450	clock	_	_	
7-8	1451-1453	in	_	_	
7-9	1454-1457	the	_	_	
7-10	1458-1466	forenoon	_	_	
7-11	1466-1467	.	_	_	
