#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=WEYMOUTH REGATTA, FRIDAYVUt, and SATURDAY 92d of August, 1829, JOSEPH WELD, Egg., STEWARD.
1-1	0-8	WEYMOUTH	https://en.wikipedia.org/wiki/Weymouth,\_Dorset	LOC	
1-2	9-16	REGATTA	_	_	
1-3	16-17	,	_	_	
1-4	18-27	FRIDAYVUt	_	_	
1-5	27-28	,	_	_	
1-6	29-32	and	_	_	
1-7	33-41	SATURDAY	_	_	
1-8	42-45	92d	_	_	
1-9	46-48	of	_	_	
1-10	49-55	August	_	_	
1-11	55-56	,	_	_	
1-12	57-61	1829	_	_	
1-13	61-62	,	_	_	
1-14	63-69	JOSEPH	_	_	
1-15	70-74	WELD	_	_	
1-16	74-75	,	_	_	
1-17	76-79	Egg	_	_	
1-18	79-80	.	_	_	
1-19	80-81	,	_	_	
1-20	82-89	STEWARD	_	_	
1-21	89-90	.	_	_	

#Text=FIRST DAY.
2-1	92-97	FIRST	_	_	
2-2	98-101	DAY	_	_	
2-3	101-102	.	_	_	

#Text=First Prize:—A SUPERB SILVER CUP. value Fifty Sovereign*, to be sailed for by Yachts not exceeding To I’ods, hana fide the property of Gentlemen.
3-1	104-109	First	_	_	
3-2	110-115	Prize	_	_	
3-3	115-116	:	_	_	
3-4	116-117	—	_	_	
3-5	117-118	A	_	_	
3-6	119-125	SUPERB	_	_	
3-7	126-132	SILVER	_	_	
3-8	133-136	CUP	_	_	
3-9	136-137	.	_	_	
3-10	138-143	value	_	_	
3-11	144-149	Fifty	_	_	
3-12	150-159	Sovereign	_	_	
3-13	159-160	*	_	_	
3-14	160-161	,	_	_	
3-15	162-164	to	_	_	
3-16	165-167	be	_	_	
3-17	168-174	sailed	_	_	
3-18	175-178	for	_	_	
3-19	179-181	by	_	_	
3-20	182-188	Yachts	_	_	
3-21	189-192	not	_	_	
3-22	193-202	exceeding	_	_	
3-23	203-205	To	_	_	
3-24	206-207	I	_	_	
3-25	207-208	’	_	_	
3-26	208-211	ods	_	_	
3-27	211-212	,	_	_	
3-28	213-217	hana	_	_	
3-29	218-222	fide	_	_	
3-30	223-226	the	_	_	
3-31	227-235	property	_	_	
3-32	236-238	of	_	_	
3-33	239-248	Gentlemen	_	_	
3-34	248-249	.	_	_	

#Text=Entrance Two Sovereigns.
4-1	250-258	Entrance	_	_	
4-2	259-262	Two	_	_	
4-3	263-273	Sovereigns	_	_	
4-4	273-274	.	_	_	

#Text=Second Pkize A VERY HANDSOME SILVER CUP, value Twenty-five Sovereigns, to be sailed for by Yachts not exceeding 20 Tons, bona fide the property of Gentlemen.
5-1	275-281	Second	_	_	
5-2	282-287	Pkize	_	_	
5-3	288-289	A	_	_	
5-4	290-294	VERY	_	_	
5-5	295-303	HANDSOME	_	_	
5-6	304-310	SILVER	_	_	
5-7	311-314	CUP	_	_	
5-8	314-315	,	_	_	
5-9	316-321	value	_	_	
