#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=(LATF.
1-1	0-1	(	_	_	
1-2	1-5	LATF	_	_	
1-3	5-6	.	_	_	

#Text=DtiliANT t COI., 
#Text=TIMER.
2-1	7-15	DtiliANT	_	_	
2-2	16-17	t	_	_	
2-3	18-21	COI	_	_	
2-4	21-22	.	_	_	
2-5	22-23	,	_	_	
2-6	25-30	TIMER	_	_	
2-7	30-31	.	_	_	

#Text=DEAL.
3-1	32-36	DEAL	_	_	
3-2	36-37	.	_	_	

#Text=AND SLATE INVITES the attention of Builders and others to his Well-selected Assortment of Dry Seasoned Fint Quality PLANKS, DEALS, AND BOARD ; BEST NIESIEL, RIGA, DANTZIC, SWARTWICK RED PINE AND QUEBEC TIMBERS, now selling at considerably REDUCED PRICES.
4-1	38-41	AND	_	_	
4-2	42-47	SLATE	_	_	
4-3	48-55	INVITES	_	_	
4-4	56-59	the	_	_	
4-5	60-69	attention	_	_	
4-6	70-72	of	_	_	
4-7	73-81	Builders	_	_	
4-8	82-85	and	_	_	
4-9	86-92	others	_	_	
4-10	93-95	to	_	_	
4-11	96-99	his	_	_	
4-12	100-113	Well-selected	_	_	
4-13	114-124	Assortment	_	_	
4-14	125-127	of	_	_	
4-15	128-131	Dry	_	_	
4-16	132-140	Seasoned	_	_	
4-17	141-145	Fint	_	_	
4-18	146-153	Quality	_	_	
4-19	154-160	PLANKS	_	_	
4-20	160-161	,	_	_	
4-21	162-167	DEALS	_	_	
4-22	167-168	,	_	_	
4-23	169-172	AND	_	_	
4-24	173-178	BOARD	_	_	
4-25	179-180	;	_	_	
4-26	181-185	BEST	_	_	
4-27	186-193	NIESIEL	https://en.wikipedia.org/wiki/Klaip%C4%97da	LOC	
4-28	193-194	,	_	_	
4-29	195-199	RIGA	https://en.wikipedia.org/wiki/Riga	LOC	
4-30	199-200	,	_	_	
4-31	201-208	DANTZIC	https://en.wikipedia.org/wiki/Gda%C5%84sk	LOC	
4-32	208-209	,	_	_	
4-33	210-219	SWARTWICK	*	LOC	
4-34	220-223	RED	_	_	
4-35	224-228	PINE	_	_	
4-36	229-232	AND	_	_	
4-37	233-239	QUEBEC	https://en.wikipedia.org/wiki/Quebec	LOC	
4-38	240-247	TIMBERS	_	_	
4-39	247-248	,	_	_	
4-40	249-252	now	_	_	
4-41	253-260	selling	_	_	
4-42	261-263	at	_	_	
4-43	264-276	considerably	_	_	
4-44	277-284	REDUCED	_	_	
4-45	285-291	PRICES	_	_	
4-46	291-292	.	_	_	

#Text=HERALD OFFICE, HIGH STREET, POOLE TRIBBETT AND MATE LETTER PRESS PRINTERS AND BOOKBINDERS, AVAIL themselves of the present opportunity of returning their sincere thanks to the Inhabitants of Poole, Parkstone, Bournemouth, Wareham, Corfe Castle, Swanage, and adjacent neighbourhoods for the liberal patronage they have received in the above trade during the past seven years, and beg respectfully to inform their numerous friends that they have just added to the above business the STATIONERY AND BOOKSELLING DEPARTMENT.
5-1	294-300	HERALD	_	_	
5-2	301-307	OFFICE	_	_	
5-3	307-308	,	_	_	
5-4	309-313	HIGH	_	_	
5-5	314-320	STREET	_	_	
5-6	320-321	,	_	_	
5-7	322-327	POOLE	https://en.wikipedia.org/wiki/Poole	LOC	
5-8	328-336	TRIBBETT	_	_	
5-9	337-340	AND	_	_	
5-10	341-345	MATE	_	_	
5-11	346-352	LETTER	_	_	
5-12	353-358	PRESS	_	_	
5-13	359-367	PRINTERS	_	_	
5-14	368-371	AND	_	_	
5-15	372-383	BOOKBINDERS	_	_	
5-16	383-384	,	_	_	
5-17	385-390	AVAIL	_	_	
5-18	391-401	themselves	_	_	
5-19	402-404	of	_	_	
5-20	405-408	the	_	_	
5-21	409-416	present	_	_	
5-22	417-428	opportunity	_	_	
5-23	429-431	of	_	_	
5-24	432-441	returning	_	_	
5-25	442-447	their	_	_	
5-26	448-455	sincere	_	_	
5-27	456-462	thanks	_	_	
5-28	463-465	to	_	_	
5-29	466-469	the	_	_	
5-30	470-481	Inhabitants	_	_	
5-31	482-484	of	_	_	
5-32	485-490	Poole	https://en.wikipedia.org/wiki/Poole	LOC	
5-33	490-491	,	_	_	
5-34	492-501	Parkstone	https://en.wikipedia.org/wiki/Parkstone	LOC	
5-35	501-502	,	_	_	
5-36	503-514	Bournemouth	https://en.wikipedia.org/wiki/Bournemouth	LOC	
5-37	514-515	,	_	_	
5-38	516-523	Wareham	https://en.wikipedia.org/wiki/Wareham,\_Dorset	LOC	
5-39	523-524	,	_	_	
5-40	525-530	Corfe	_	_	
5-41	531-537	Castle	_	_	
5-42	537-538	,	_	_	
5-43	539-546	Swanage	https://en.wikipedia.org/wiki/Swanage	LOC	
5-44	546-547	,	_	_	
5-45	548-551	and	_	_	
5-46	552-560	adjacent	_	_	
5-47	561-575	neighbourhoods	_	_	
5-48	576-579	for	_	_	
5-49	580-583	the	_	_	
5-50	584-591	liberal	_	_	
5-51	592-601	patronage	_	_	
5-52	602-606	they	_	_	
5-53	607-611	have	_	_	
5-54	612-620	received	_	_	
5-55	621-623	in	_	_	
5-56	624-627	the	_	_	
5-57	628-633	above	_	_	
5-58	634-639	trade	_	_	
5-59	640-646	during	_	_	
5-60	647-650	the	_	_	
5-61	651-655	past	_	_	
5-62	656-661	seven	_	_	
5-63	662-667	years	_	_	
5-64	667-668	,	_	_	
5-65	669-672	and	_	_	
5-66	673-676	beg	_	_	
5-67	677-689	respectfully	_	_	
5-68	690-692	to	_	_	
5-69	693-699	inform	_	_	
5-70	700-705	their	_	_	
5-71	706-714	numerous	_	_	
5-72	715-722	friends	_	_	
5-73	723-727	that	_	_	
5-74	728-732	they	_	_	
5-75	733-737	have	_	_	
5-76	738-742	just	_	_	
5-77	743-748	added	_	_	
5-78	749-751	to	_	_	
5-79	752-755	the	_	_	
5-80	756-761	above	_	_	
5-81	762-770	business	_	_	
5-82	771-774	the	_	_	
5-83	775-785	STATIONERY	_	_	
5-84	786-789	AND	_	_	
5-85	790-801	BOOKSELLING	_	_	
5-86	802-812	DEPARTMENT	_	_	
5-87	812-813	.	_	_	

#Text=And trust by strict attention to their trade generally to obtain a share of public support.
6-1	814-817	And	_	_	
6-2	818-823	trust	_	_	
6-3	824-826	by	_	_	
6-4	827-833	strict	_	_	
6-5	834-843	attention	_	_	
6-6	844-846	to	_	_	
6-7	847-852	their	_	_	
6-8	853-858	trade	_	_	
6-9	859-868	generally	_	_	
6-10	869-871	to	_	_	
6-11	872-878	obtain	_	_	
6-12	879-880	a	_	_	
6-13	881-886	share	_	_	
6-14	887-889	of	_	_	
6-15	890-896	public	_	_	
6-16	897-904	support	_	_	
6-17	904-905	.	_	_	

#Text=T. and M. respectfully solicit an early inspection of their STOCK OF MOURNING, PLAIN, AND FANCY STATIONERY, &c.
7-1	907-908	T	_	_	
7-2	908-909	.	_	_	
7-3	910-913	and	_	_	
7-4	914-915	M	_	_	
7-5	915-916	.	_	_	
7-6	917-929	respectfully	_	_	
7-7	930-937	solicit	_	_	
7-8	938-940	an	_	_	
7-9	941-946	early	_	_	
7-10	947-957	inspection	_	_	
7-11	958-960	of	_	_	
7-12	961-966	their	_	_	
7-13	967-972	STOCK	_	_	
7-14	973-975	OF	_	_	
7-15	976-984	MOURNING	_	_	
7-16	984-985	,	_	_	
7-17	986-991	PLAIN	_	_	
7-18	991-992	,	_	_	
7-19	993-996	AND	_	_	
7-20	997-1002	FANCY	_	_	
7-21	1003-1013	STATIONERY	_	_	
7-22	1013-1014	,	_	_	
7-23	1015-1016	&	_	_	
7-24	1016-1017	c	_	_	
7-25	1017-1018	.	_	_	

#Text=A SELECTION OF BIBLES, CHURCH SERVICES, AND PRAYERS In Plain and Ornamental Bindings, from one of the largest Bible Warehouses in the Metropolis.
8-1	1020-1021	A	_	_	
8-2	1022-1031	SELECTION	_	_	
8-3	1032-1034	OF	_	_	
8-4	1035-1041	BIBLES	_	_	
8-5	1041-1042	,	_	_	
8-6	1043-1049	CHURCH	_	_	
8-7	1050-1058	SERVICES	_	_	
8-8	1058-1059	,	_	_	
8-9	1060-1063	AND	_	_	
8-10	1064-1071	PRAYERS	_	_	
8-11	1072-1074	In	_	_	
8-12	1075-1080	Plain	_	_	
8-13	1081-1084	and	_	_	
8-14	1085-1095	Ornamental	_	_	
8-15	1096-1104	Bindings	_	_	
8-16	1104-1105	,	_	_	
8-17	1106-1110	from	_	_	
8-18	1111-1114	one	_	_	
8-19	1115-1117	of	_	_	
8-20	1118-1121	the	_	_	
8-21	1122-1129	largest	_	_	
8-22	1130-1135	Bible	_	_	
8-23	1136-1146	Warehouses	_	_	
8-24	1147-1149	in	_	_	
8-25	1150-1153	the	_	_	
8-26	1154-1164	Metropolis	_	_	
8-27	1164-1165	.	_	_	
