#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=MURPHY STABBED IN THE HAND AT 
#Text=OLDHAM 
#Text=.
1-1	0-6	MURPHY	_	_	
1-2	7-14	STABBED	_	_	
1-3	15-17	IN	_	_	
1-4	18-21	THE	_	_	
1-5	22-26	HAND	_	_	
1-6	27-29	AT	_	_	
1-7	31-37	OLDHAM	https://en.wikipedia.org/wiki/Oldham	LOC	
1-8	39-40	.	_	_	

#Text=On Wednesday night, just as the place where he had been lecturing was nearly vacated, some noise being heard outside, Mr.
2-1	41-43	On	_	_	
2-2	44-53	Wednesday	_	_	
2-3	54-59	night	_	_	
2-4	59-60	,	_	_	
2-5	61-65	just	_	_	
2-6	66-68	as	_	_	
2-7	69-72	the	_	_	
2-8	73-78	place	_	_	
2-9	79-84	where	_	_	
2-10	85-87	he	_	_	
2-11	88-91	had	_	_	
2-12	92-96	been	_	_	
2-13	97-106	lecturing	_	_	
2-14	107-110	was	_	_	
2-15	111-117	nearly	_	_	
2-16	118-125	vacated	_	_	
2-17	125-126	,	_	_	
2-18	127-131	some	_	_	
2-19	132-137	noise	_	_	
2-20	138-143	being	_	_	
2-21	144-149	heard	_	_	
2-22	150-157	outside	_	_	
2-23	157-158	,	_	_	
2-24	159-161	Mr	_	_	
2-25	161-162	.	_	_	

#Text=Murphy came hurriedly out of his tent with his revolver in his hand hanging down behind him, and, making his way among the crowd, seemed to be looking for some particular person, whom he had remarked as being concerned in a disturbance during the lecture.
3-1	163-169	Murphy	_	_	
3-2	170-174	came	_	_	
3-3	175-184	hurriedly	_	_	
3-4	185-188	out	_	_	
3-5	189-191	of	_	_	
3-6	192-195	his	_	_	
3-7	196-200	tent	_	_	
3-8	201-205	with	_	_	
3-9	206-209	his	_	_	
3-10	210-218	revolver	_	_	
3-11	219-221	in	_	_	
3-12	222-225	his	_	_	
3-13	226-230	hand	_	_	
3-14	231-238	hanging	_	_	
3-15	239-243	down	_	_	
3-16	244-250	behind	_	_	
3-17	251-254	him	_	_	
3-18	254-255	,	_	_	
3-19	256-259	and	_	_	
3-20	259-260	,	_	_	
3-21	261-267	making	_	_	
3-22	268-271	his	_	_	
3-23	272-275	way	_	_	
3-24	276-281	among	_	_	
3-25	282-285	the	_	_	
3-26	286-291	crowd	_	_	
3-27	291-292	,	_	_	
3-28	293-299	seemed	_	_	
3-29	300-302	to	_	_	
3-30	303-305	be	_	_	
3-31	306-313	looking	_	_	
3-32	314-317	for	_	_	
3-33	318-322	some	_	_	
3-34	323-333	particular	_	_	
3-35	334-340	person	_	_	
3-36	340-341	,	_	_	
3-37	342-346	whom	_	_	
3-38	347-349	he	_	_	
3-39	350-353	had	_	_	
3-40	354-362	remarked	_	_	
3-41	363-365	as	_	_	
3-42	366-371	being	_	_	
3-43	372-381	concerned	_	_	
3-44	382-384	in	_	_	
3-45	385-386	a	_	_	
3-46	387-398	disturbance	_	_	
3-47	399-405	during	_	_	
3-48	406-409	the	_	_	
3-49	410-417	lecture	_	_	
3-50	417-418	.	_	_	

#Text=He was n*t above a couple of yiirds from the tent door when he recognised the individual, and repeating the words, “You be off with you !
4-1	419-421	He	_	_	
4-2	422-425	was	_	_	
4-3	426-427	n	_	_	
4-4	427-428	*	_	_	
4-5	428-429	t	_	_	
4-6	430-435	above	_	_	
4-7	436-437	a	_	_	
4-8	438-444	couple	_	_	
4-9	445-447	of	_	_	
4-10	448-454	yiirds	_	_	
4-11	455-459	from	_	_	
4-12	460-463	the	_	_	
4-13	464-468	tent	_	_	
4-14	469-473	door	_	_	
4-15	474-478	when	_	_	
4-16	479-481	he	_	_	
4-17	482-492	recognised	_	_	
4-18	493-496	the	_	_	
4-19	497-507	individual	_	_	
4-20	507-508	,	_	_	
4-21	509-512	and	_	_	
4-22	513-522	repeating	_	_	
4-23	523-526	the	_	_	
4-24	527-532	words	_	_	
4-25	532-533	,	_	_	
4-26	534-535	“	_	_	
4-27	535-538	You	_	_	
4-28	539-541	be	_	_	
4-29	542-545	off	_	_	
4-30	546-550	with	_	_	
4-31	551-554	you	_	_	
4-32	555-556	!	_	_	

#Text=What are you doing here ?”
5-1	557-561	What	_	_	
5-2	562-565	are	_	_	
5-3	566-569	you	_	_	
5-4	570-575	doing	_	_	
5-5	576-580	here	_	_	
5-6	581-582	?	_	_	
5-7	582-583	”	_	_	

#Text=was pushing him through the crowd when the man drew a weapon and struck at Mr.
6-1	584-587	was	_	_	
6-2	588-595	pushing	_	_	
6-3	596-599	him	_	_	
6-4	600-607	through	_	_	
6-5	608-611	the	_	_	
6-6	612-617	crowd	_	_	
6-7	618-622	when	_	_	
6-8	623-626	the	_	_	
6-9	627-630	man	_	_	
6-10	631-635	drew	_	_	
6-11	636-637	a	_	_	
6-12	638-644	weapon	_	_	
6-13	645-648	and	_	_	
6-14	649-655	struck	_	_	
6-15	656-658	at	_	_	
6-16	659-661	Mr	_	_	
6-17	661-662	.	_	_	

#Text=Murphy’s extended hand, inflicting a wound along the palm about an inch in length.
7-1	663-669	Murphy	_	_	
7-2	669-670	’	_	_	
7-3	670-671	s	_	_	
7-4	672-680	extended	_	_	
7-5	681-685	hand	_	_	
7-6	685-686	,	_	_	
7-7	687-697	inflicting	_	_	
7-8	698-699	a	_	_	
7-9	700-705	wound	_	_	
7-10	706-711	along	_	_	
7-11	712-715	the	_	_	
7-12	716-720	palm	_	_	
7-13	721-726	about	_	_	
7-14	727-729	an	_	_	
7-15	730-734	inch	_	_	
7-16	735-737	in	_	_	
7-17	738-744	length	_	_	
7-18	744-745	.	_	_	

#Text=After this the party bolted, Murphy, following out his frequently-expressed determination to be his own constable, immediately, amidst the cries of “ Shoot him?”
8-1	746-751	After	_	_	
8-2	752-756	this	_	_	
8-3	757-760	the	_	_	
8-4	761-766	party	_	_	
8-5	767-773	bolted	_	_	
8-6	773-774	,	_	_	
8-7	775-781	Murphy	_	_	
8-8	781-782	,	_	_	
8-9	783-792	following	_	_	
8-10	793-796	out	_	_	
8-11	797-800	his	_	_	
8-12	801-821	frequently-expressed	_	_	
8-13	822-835	determination	_	_	
8-14	836-838	to	_	_	
8-15	839-841	be	_	_	
8-16	842-845	his	_	_	
8-17	846-849	own	_	_	
8-18	850-859	constable	_	_	
8-19	859-860	,	_	_	
8-20	861-872	immediately	_	_	
8-21	872-873	,	_	_	
8-22	874-880	amidst	_	_	
8-23	881-884	the	_	_	
8-24	885-890	cries	_	_	
8-25	891-893	of	_	_	
8-26	894-895	“	_	_	
8-27	896-901	Shoot	_	_	
8-28	902-905	him	_	_	
8-29	905-906	?	_	_	
8-30	906-907	”	_	_	

#Text=“ Shoot the b I” ran off in hot pursuit Murphy overtook him, and he and his followers seized him, the latter “puncing” and striking him most mercilessly.
9-1	908-909	“	_	_	
9-2	910-915	Shoot	_	_	
9-3	916-919	the	_	_	
9-4	920-921	b	_	_	
9-5	922-923	I	_	_	
9-6	923-924	”	_	_	
9-7	925-928	ran	_	_	
9-8	929-932	off	_	_	
9-9	933-935	in	_	_	
9-10	936-939	hot	_	_	
9-11	940-947	pursuit	_	_	
9-12	948-954	Murphy	_	_	
9-13	955-963	overtook	_	_	
9-14	964-967	him	_	_	
9-15	967-968	,	_	_	
9-16	969-972	and	_	_	
9-17	973-975	he	_	_	
9-18	976-979	and	_	_	
9-19	980-983	his	_	_	
9-20	984-993	followers	_	_	
9-21	994-1000	seized	_	_	
9-22	1001-1004	him	_	_	
9-23	1004-1005	,	_	_	
9-24	1006-1009	the	_	_	
9-25	1010-1016	latter	_	_	
9-26	1017-1018	“	_	_	
9-27	1018-1025	puncing	_	_	
9-28	1025-1026	”	_	_	
9-29	1027-1030	and	_	_	
9-30	1031-1039	striking	_	_	
9-31	1040-1043	him	_	_	
9-32	1044-1048	most	_	_	
9-33	1049-1060	mercilessly	_	_	
9-34	1060-1061	.	_	_	

#Text=Murphy took no part in the latter proceeding; but apparently satisfied that the man was caught returned to the tent.
10-1	1062-1068	Murphy	_	_	
10-2	1069-1073	took	_	_	
10-3	1074-1076	no	_	_	
10-4	1077-1081	part	_	_	
10-5	1082-1084	in	_	_	
10-6	1085-1088	the	_	_	
10-7	1089-1095	latter	_	_	
10-8	1096-1106	proceeding	_	_	
10-9	1106-1107	;	_	_	
10-10	1108-1111	but	_	_	
10-11	1112-1122	apparently	_	_	
10-12	1123-1132	satisfied	_	_	
10-13	1133-1137	that	_	_	
10-14	1138-1141	the	_	_	
10-15	1142-1145	man	_	_	
10-16	1146-1149	was	_	_	
10-17	1150-1156	caught	_	_	
10-18	1157-1165	returned	_	_	
10-19	1166-1168	to	_	_	
10-20	1169-1172	the	_	_	
10-21	1173-1177	tent	_	_	
10-22	1177-1178	.	_	_	

#Text=By some means or other, however, he escaped.
11-1	1179-1181	By	_	_	
11-2	1182-1186	some	_	_	
11-3	1187-1192	means	_	_	
11-4	1193-1195	or	_	_	
11-5	1196-1201	other	_	_	
11-6	1201-1202	,	_	_	
11-7	1203-1210	however	_	_	
11-8	1210-1211	,	_	_	
11-9	1212-1214	he	_	_	
11-10	1215-1222	escaped	_	_	
11-11	1222-1223	.	_	_	

#Text=When Murphy arrived at the tent he vehemently appealed to the police officers to go and take the man in charge, exhibiting the bleeding hand to them ; but they told Murphy he could expect nothing else if he ran awny frem his tent as he had done, and told him to keep inside.
12-1	1224-1228	When	_	_	
12-2	1229-1235	Murphy	_	_	
12-3	1236-1243	arrived	_	_	
12-4	1244-1246	at	_	_	
12-5	1247-1250	the	_	_	
12-6	1251-1255	tent	_	_	
12-7	1256-1258	he	_	_	
12-8	1259-1269	vehemently	_	_	
12-9	1270-1278	appealed	_	_	
12-10	1279-1281	to	_	_	
12-11	1282-1285	the	_	_	
12-12	1286-1292	police	_	_	
12-13	1293-1301	officers	_	_	
12-14	1302-1304	to	_	_	
12-15	1305-1307	go	_	_	
12-16	1308-1311	and	_	_	
12-17	1312-1316	take	_	_	
12-18	1317-1320	the	_	_	
12-19	1321-1324	man	_	_	
12-20	1325-1327	in	_	_	
12-21	1328-1334	charge	_	_	
12-22	1334-1335	,	_	_	
12-23	1336-1346	exhibiting	_	_	
12-24	1347-1350	the	_	_	
12-25	1351-1359	bleeding	_	_	
12-26	1360-1364	hand	_	_	
12-27	1365-1367	to	_	_	
12-28	1368-1372	them	_	_	
12-29	1373-1374	;	_	_	
12-30	1375-1378	but	_	_	
12-31	1379-1383	they	_	_	
12-32	1384-1388	told	_	_	
12-33	1389-1395	Murphy	_	_	
12-34	1396-1398	he	_	_	
12-35	1399-1404	could	_	_	
12-36	1405-1411	expect	_	_	
12-37	1412-1419	nothing	_	_	
12-38	1420-1424	else	_	_	
12-39	1425-1427	if	_	_	
12-40	1428-1430	he	_	_	
12-41	1431-1434	ran	_	_	
12-42	1435-1439	awny	_	_	
12-43	1440-1444	frem	_	_	
12-44	1445-1448	his	_	_	
12-45	1449-1453	tent	_	_	
12-46	1454-1456	as	_	_	
12-47	1457-1459	he	_	_	
12-48	1460-1463	had	_	_	
12-49	1464-1468	done	_	_	
12-50	1468-1469	,	_	_	
12-51	1470-1473	and	_	_	
12-52	1474-1478	told	_	_	
12-53	1479-1482	him	_	_	
12-54	1483-1485	to	_	_	
12-55	1486-1490	keep	_	_	
12-56	1491-1497	inside	_	_	
12-57	1497-1498	.	_	_	

#Text=The Chief-constable coming up, Murphy said to him, “I was Just coining out of the door of the tent to my cab when a man stabbed me in the hand, and I teld the officers to take him and they would not.”
13-1	1499-1502	The	_	_	
13-2	1503-1518	Chief-constable	_	_	
13-3	1519-1525	coming	_	_	
13-4	1526-1528	up	_	_	
13-5	1528-1529	,	_	_	
13-6	1530-1536	Murphy	_	_	
13-7	1537-1541	said	_	_	
13-8	1542-1544	to	_	_	
13-9	1545-1548	him	_	_	
13-10	1548-1549	,	_	_	
13-11	1550-1551	“	_	_	
13-12	1551-1552	I	_	_	
13-13	1553-1556	was	_	_	
13-14	1557-1561	Just	_	_	
13-15	1562-1569	coining	_	_	
13-16	1570-1573	out	_	_	
13-17	1574-1576	of	_	_	
13-18	1577-1580	the	_	_	
13-19	1581-1585	door	_	_	
13-20	1586-1588	of	_	_	
13-21	1589-1592	the	_	_	
13-22	1593-1597	tent	_	_	
13-23	1598-1600	to	_	_	
13-24	1601-1603	my	_	_	
13-25	1604-1607	cab	_	_	
13-26	1608-1612	when	_	_	
13-27	1613-1614	a	_	_	
13-28	1615-1618	man	_	_	
13-29	1619-1626	stabbed	_	_	
13-30	1627-1629	me	_	_	
13-31	1630-1632	in	_	_	
13-32	1633-1636	the	_	_	
13-33	1637-1641	hand	_	_	
13-34	1641-1642	,	_	_	
13-35	1643-1646	and	_	_	
13-36	1647-1648	I	_	_	
13-37	1649-1653	teld	_	_	
13-38	1654-1657	the	_	_	
13-39	1658-1666	officers	_	_	
13-40	1667-1669	to	_	_	
13-41	1670-1674	take	_	_	
13-42	1675-1678	him	_	_	
13-43	1679-1682	and	_	_	
13-44	1683-1687	they	_	_	
13-45	1688-1693	would	_	_	
13-46	1694-1697	not	_	_	
13-47	1697-1698	.	_	_	
13-48	1698-1699	”	_	_	

#Text=This of course was u»tme, but the cab soon after arrived and Murphy drove off.
14-1	1700-1704	This	_	_	
14-2	1705-1707	of	_	_	
14-3	1708-1714	course	_	_	
