#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=wise into the means by which elections in very large constituencies are practically determined, and into the expense incurred in conducting them.
1-1	0-4	wise	_	_	
1-2	5-9	into	_	_	
1-3	10-13	the	_	_	
1-4	14-19	means	_	_	
1-5	20-22	by	_	_	
1-6	23-28	which	_	_	
1-7	29-38	elections	_	_	
1-8	39-41	in	_	_	
1-9	42-46	very	_	_	
1-10	47-52	large	_	_	
1-11	53-67	constituencies	_	_	
1-12	68-71	are	_	_	
1-13	72-83	practically	_	_	
1-14	84-94	determined	_	_	
1-15	94-95	,	_	_	
1-16	96-99	and	_	_	
1-17	100-104	into	_	_	
1-18	105-108	the	_	_	
1-19	109-116	expense	_	_	
1-20	117-125	incurred	_	_	
1-21	126-128	in	_	_	
1-22	129-139	conducting	_	_	
1-23	140-144	them	_	_	
1-24	144-145	.	_	_	

#Text=He himself would not hesitate to declare distinctly that he considered the extension of tho franchise was neither necessary nor expedient.
2-1	146-148	He	_	_	
2-2	149-156	himself	_	_	
2-3	157-162	would	_	_	
2-4	163-166	not	_	_	
2-5	167-175	hesitate	_	_	
2-6	176-178	to	_	_	
2-7	179-186	declare	_	_	
2-8	187-197	distinctly	_	_	
2-9	198-202	that	_	_	
2-10	203-205	he	_	_	
2-11	206-216	considered	_	_	
2-12	217-220	the	_	_	
2-13	221-230	extension	_	_	
2-14	231-233	of	_	_	
2-15	234-237	tho	_	_	
2-16	238-247	franchise	_	_	
2-17	248-251	was	_	_	
2-18	252-259	neither	_	_	
2-19	260-269	necessary	_	_	
2-20	270-273	nor	_	_	
2-21	274-283	expedient	_	_	
2-22	283-284	.	_	_	

#Text=After a short, st.r.ny, and disappointing session, the Sardis an i intent has adjourned until the Ist of Ma).
3-1	285-290	After	_	_	
3-2	291-292	a	_	_	
3-3	293-298	short	_	_	
3-4	298-299	,	_	_	
3-5	300-307	st.r.ny	_	_	
3-6	307-308	,	_	_	
3-7	309-312	and	_	_	
3-8	313-326	disappointing	_	_	
3-9	327-334	session	_	_	
3-10	334-335	,	_	_	
3-11	336-339	the	_	_	
3-12	340-346	Sardis	_	_	
3-13	347-349	an	_	_	
3-14	350-351	i	_	_	
3-15	352-358	intent	_	_	
3-16	359-362	has	_	_	
3-17	363-372	adjourned	_	_	
3-18	373-378	until	_	_	
3-19	379-382	the	_	_	
3-20	383-386	Ist	_	_	
3-21	387-389	of	_	_	
3-22	390-392	Ma	_	_	
3-23	392-393	)	_	_	
3-24	393-394	.	_	_	

#Text=Victor Emmanuel, accompanied by Cuunt Carom aid several of the deputies, has left Turin to make the tour of his new kingdom.
4-1	395-401	Victor	_	_	
4-2	402-410	Emmanuel	_	_	
4-3	410-411	,	_	_	
4-4	412-423	accompanied	_	_	
4-5	424-426	by	_	_	
4-6	427-432	Cuunt	_	_	
4-7	433-438	Carom	_	_	
4-8	439-442	aid	_	_	
4-9	443-450	several	_	_	
4-10	451-453	of	_	_	
4-11	454-457	the	_	_	
4-12	458-466	deputies	_	_	
4-13	466-467	,	_	_	
4-14	468-471	has	_	_	
4-15	472-476	left	_	_	
4-16	477-482	Turin	https://en.wikipedia.org/wiki/Turin	LOC	
4-17	483-485	to	_	_	
4-18	486-490	make	_	_	
4-19	491-494	the	_	_	
4-20	495-499	tour	_	_	
4-21	500-502	of	_	_	
4-22	503-506	his	_	_	
4-23	507-510	new	_	_	
4-24	511-518	kingdom	_	_	
4-25	518-519	.	_	_	

#Text=In anticipation of the Royal visit to Florence, which took place on the 16th, Baron Ricssoli had published a proclamation to tho people of Tuscany.
5-1	520-522	In	_	_	
5-2	523-535	anticipation	_	_	
5-3	536-538	of	_	_	
5-4	539-542	the	_	_	
5-5	543-548	Royal	_	_	
5-6	549-554	visit	_	_	
5-7	555-557	to	_	_	
5-8	558-566	Florence	https://en.wikipedia.org/wiki/Florence	LOC	
5-9	566-567	,	_	_	
5-10	568-573	which	_	_	
5-11	574-578	took	_	_	
5-12	579-584	place	_	_	
5-13	585-587	on	_	_	
5-14	588-591	the	_	_	
5-15	592-596	16th	_	_	
5-16	596-597	,	_	_	
5-17	598-603	Baron	_	_	
5-18	604-612	Ricssoli	_	_	
5-19	613-616	had	_	_	
5-20	617-626	published	_	_	
5-21	627-628	a	_	_	
5-22	629-641	proclamation	_	_	
5-23	642-644	to	_	_	
5-24	645-648	tho	_	_	
5-25	649-655	people	_	_	
5-26	656-658	of	_	_	
5-27	659-666	Tuscany	https://en.wikipedia.org/wiki/Tuscany	LOC	
5-28	666-667	.	_	_	

#Text=He announces to them " a very happy event, the precursor of the greatest happiness to them and to all Italy."
6-1	668-670	He	_	_	
6-2	671-680	announces	_	_	
6-3	681-683	to	_	_	
6-4	684-688	them	_	_	
6-5	689-690	"	_	_	
6-6	691-692	a	_	_	
6-7	693-697	very	_	_	
6-8	698-703	happy	_	_	
6-9	704-709	event	_	_	
6-10	709-710	,	_	_	
6-11	711-714	the	_	_	
6-12	715-724	precursor	_	_	
6-13	725-727	of	_	_	
6-14	728-731	the	_	_	
6-15	732-740	greatest	_	_	
6-16	741-750	happiness	_	_	
6-17	751-753	to	_	_	
6-18	754-758	them	_	_	
6-19	759-762	and	_	_	
6-20	763-765	to	_	_	
6-21	766-769	all	_	_	
6-22	770-775	Italy	https://en.wikipedia.org/wiki/Italy	LOC	
6-23	775-776	.	_	_	
6-24	776-777	"	_	_	

#Text=He describes Victor Emmanuel as " the arm chosen by the Lord for a great national work ; as the avenger, the depositary, and the champion of the countrys destinies."
7-1	778-780	He	_	_	
7-2	781-790	describes	_	_	
7-3	791-797	Victor	_	_	
7-4	798-806	Emmanuel	_	_	
7-5	807-809	as	_	_	
7-6	810-811	"	_	_	
7-7	812-815	the	_	_	
7-8	816-819	arm	_	_	
7-9	820-826	chosen	_	_	
7-10	827-829	by	_	_	
7-11	830-833	the	_	_	
7-12	834-838	Lord	_	_	
7-13	839-842	for	_	_	
7-14	843-844	a	_	_	
7-15	845-850	great	_	_	
7-16	851-859	national	_	_	
7-17	860-864	work	_	_	
7-18	865-866	;	_	_	
7-19	867-869	as	_	_	
7-20	870-873	the	_	_	
7-21	874-881	avenger	_	_	
7-22	881-882	,	_	_	
7-23	883-886	the	_	_	
7-24	887-897	depositary	_	_	
7-25	897-898	,	_	_	
7-26	899-902	and	_	_	
7-27	903-906	the	_	_	
7-28	907-915	champion	_	_	
7-29	916-918	of	_	_	
7-30	919-922	the	_	_	
7-31	923-931	countrys	_	_	
7-32	932-941	destinies	_	_	
7-33	941-942	.	_	_	
7-34	942-943	"	_	_	

#Text=The Italian kingdom, we are told, " has been the work of the Italian peoples orisdom,ooncord,perseverance, and strength.
8-1	944-947	The	_	_	
8-2	948-955	Italian	_	_	
8-3	956-963	kingdom	_	_	
8-4	963-964	,	_	_	
8-5	965-967	we	_	_	
8-6	968-971	are	_	_	
8-7	972-976	told	_	_	
8-8	976-977	,	_	_	
8-9	978-979	"	_	_	
8-10	980-983	has	_	_	
8-11	984-988	been	_	_	
8-12	989-992	the	_	_	
8-13	993-997	work	_	_	
8-14	998-1000	of	_	_	
8-15	1001-1004	the	_	_	
8-16	1005-1012	Italian	_	_	
8-17	1013-1020	peoples	_	_	
8-18	1021-1028	orisdom	_	_	
8-19	1028-1029	,	_	_	
8-20	1029-1036	ooncord	_	_	
8-21	1036-1037	,	_	_	
8-22	1037-1049	perseverance	_	_	
8-23	1049-1050	,	_	_	
8-24	1051-1054	and	_	_	
8-25	1055-1063	strength	_	_	
8-26	1063-1064	.	_	_	

#Text=The sacred arch must not be dishonourably abandoned and deserted half way.
9-1	1065-1068	The	_	_	
9-2	1069-1075	sacred	_	_	
9-3	1076-1080	arch	_	_	
9-4	1081-1085	must	_	_	
9-5	1086-1089	not	_	_	
9-6	1090-1092	be	_	_	
9-7	1093-1106	dishonourably	_	_	
9-8	1107-1116	abandoned	_	_	
9-9	1117-1120	and	_	_	
9-10	1121-1129	deserted	_	_	
9-11	1130-1134	half	_	_	
9-12	1135-1138	way	_	_	
9-13	1138-1139	.	_	_	

#Text=Envoleped and defended more than ever by your virtues, it must appear brilliant in the eyes of every one—the tutelary rampart of common civilization round which all the suns of Italy will form themselves in array to combat the enemy, whoever he may be."
10-1	1140-1149	Envoleped	_	_	
10-2	1150-1153	and	_	_	
10-3	1154-1162	defended	_	_	
10-4	1163-1167	more	_	_	
10-5	1168-1172	than	_	_	
10-6	1173-1177	ever	_	_	
10-7	1178-1180	by	_	_	
10-8	1181-1185	your	_	_	
10-9	1186-1193	virtues	_	_	
10-10	1193-1194	,	_	_	
10-11	1195-1197	it	_	_	
10-12	1198-1202	must	_	_	
10-13	1203-1209	appear	_	_	
10-14	1210-1219	brilliant	_	_	
10-15	1220-1222	in	_	_	
10-16	1223-1226	the	_	_	
10-17	1227-1231	eyes	_	_	
10-18	1232-1234	of	_	_	
10-19	1235-1240	every	_	_	
10-20	1241-1248	one—the	_	_	
10-21	1249-1257	tutelary	_	_	
10-22	1258-1265	rampart	_	_	
10-23	1266-1268	of	_	_	
10-24	1269-1275	common	_	_	
10-25	1276-1288	civilization	_	_	
10-26	1289-1294	round	_	_	
10-27	1295-1300	which	_	_	
10-28	1301-1304	all	_	_	
10-29	1305-1308	the	_	_	
10-30	1309-1313	suns	_	_	
10-31	1314-1316	of	_	_	
10-32	1317-1322	Italy	_	_	
10-33	1323-1327	will	_	_	
10-34	1328-1332	form	_	_	
10-35	1333-1343	themselves	_	_	
