#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=HAMPSHIRE, 
#Text=The General Quarter Sessions of the Peace for this county commenced on Tuesday last at the Castle of Winchester, before Richard Pollen, Esq.
1-1	0-9	HAMPSHIRE	https://en.wikipedia.org/wiki/Hampshire	LOC	
1-2	9-10	,	_	_	
1-3	12-15	The	_	_	
1-4	16-23	General	_	_	
1-5	24-31	Quarter	_	_	
1-6	32-40	Sessions	_	_	
1-7	41-43	of	_	_	
1-8	44-47	the	_	_	
1-9	48-53	Peace	_	_	
1-10	54-57	for	_	_	
1-11	58-62	this	_	_	
1-12	63-69	county	_	_	
1-13	70-79	commenced	_	_	
1-14	80-82	on	_	_	
1-15	83-90	Tuesday	_	_	
1-16	91-95	last	_	_	
1-17	96-98	at	_	_	
1-18	99-102	the	_	_	
1-19	103-109	Castle	https://en.wikipedia.org/wiki/Winchester\_Castle[1]	BUILDING[1]	
1-20	110-112	of	https://en.wikipedia.org/wiki/Winchester\_Castle[1]	BUILDING[1]	
1-21	113-123	Winchester	https://en.wikipedia.org/wiki/Winchester\_Castle[1]	BUILDING[1]	
1-22	123-124	,	_	_	
1-23	125-131	before	_	_	
1-24	132-139	Richard	_	_	
1-25	140-146	Pollen	_	_	
1-26	146-147	,	_	_	
1-27	148-151	Esq	_	_	
1-28	151-152	.	_	_	

#Text=,chairman, theUon.
2-1	152-153	,	_	_	
2-2	153-161	chairman	_	_	
2-3	161-162	,	_	_	
2-4	163-169	theUon	_	_	
2-5	169-170	.	_	_	

#Text=Thomas WiUiam Gage, Sir Lucius Curtis, Sir Wm.
3-1	171-177	Thomas	_	_	
3-2	178-184	WiUiam	_	_	
3-3	185-189	Gage	_	_	
3-4	189-190	,	_	_	
3-5	191-194	Sir	_	_	
3-6	195-201	Lucius	_	_	
3-7	202-208	Curtis	_	_	
3-8	208-209	,	_	_	
3-9	210-213	Sir	_	_	
3-10	214-216	Wm	_	_	
3-11	216-217	.	_	_	

#Text=Heathcote, Sir John Walter Pollen, Baronets; Edward Walter Blunt, Thomas Butler, Henry Uundas Campbell, John Huthy, Henry Eyre, John Fleming, Wm.
4-1	218-227	Heathcote	_	_	
4-2	227-228	,	_	_	
4-3	229-232	Sir	_	_	
4-4	233-237	John	_	_	
4-5	238-244	Walter	_	_	
4-6	245-251	Pollen	_	_	
4-7	251-252	,	_	_	
4-8	253-261	Baronets	_	_	
4-9	261-262	;	_	_	
4-10	263-269	Edward	_	_	
4-11	270-276	Walter	_	_	
4-12	277-282	Blunt	_	_	
4-13	282-283	,	_	_	
4-14	284-290	Thomas	_	_	
4-15	291-297	Butler	_	_	
4-16	297-298	,	_	_	
4-17	299-304	Henry	_	_	
4-18	305-311	Uundas	_	_	
4-19	312-320	Campbell	_	_	
4-20	320-321	,	_	_	
4-21	322-326	John	_	_	
4-22	327-332	Huthy	_	_	
4-23	332-333	,	_	_	
4-24	334-339	Henry	_	_	
4-25	340-344	Eyre	_	_	
4-26	344-345	,	_	_	
4-27	346-350	John	_	_	
4-28	351-358	Fleming	_	_	
4-29	358-359	,	_	_	
4-30	360-362	Wm	_	_	
4-31	362-363	.	_	_	

#Text=Grant, Thos.
5-1	364-369	Grant	_	_	
5-2	369-370	,	_	_	
5-3	371-375	Thos	_	_	
5-4	375-376	.	_	_	

#Text=Grant, Samuel Raymond Jarvis, Ctias.
6-1	377-382	Grant	_	_	
6-2	382-383	,	_	_	
6-3	384-390	Samuel	_	_	
6-4	391-398	Raymond	_	_	
6-5	399-405	Jarvis	_	_	
6-6	405-406	,	_	_	
6-7	407-412	Ctias	_	_	
6-8	412-413	.	_	_	

#Text=Shaw liefevre, W’m.
7-1	414-418	Shaw	_	_	
7-2	419-427	liefevre	_	_	
7-3	427-428	,	_	_	
7-4	429-430	W	_	_	
7-5	430-431	’	_	_	
7-6	431-432	m	_	_	
7-7	432-433	.	_	_	

#Text=Nevill, Henry Wcyland Powell, Samuel George Pechell, John Brett Purvis, Uanicl Quarrier, and Win.
8-1	434-440	Nevill	_	_	
8-2	440-441	,	_	_	
8-3	442-447	Henry	_	_	
8-4	448-455	Wcyland	_	_	
8-5	456-462	Powell	_	_	
8-6	462-463	,	_	_	
8-7	464-470	Samuel	_	_	
8-8	471-477	George	_	_	
8-9	478-485	Pechell	_	_	
8-10	485-486	,	_	_	
8-11	487-491	John	_	_	
8-12	492-497	Brett	_	_	
8-13	498-504	Purvis	_	_	
8-14	504-505	,	_	_	
8-15	506-512	Uanicl	_	_	
8-16	513-521	Quarrier	_	_	
8-17	521-522	,	_	_	
8-18	523-526	and	_	_	
8-19	527-530	Win	_	_	
8-20	530-531	.	_	_	

#Text=Thresher, Esouites; the Reverend John Coles and Robert Wright, Clerks.
9-1	532-540	Thresher	_	_	
9-2	540-541	,	_	_	
9-3	542-550	Esouites	_	_	
9-4	550-551	;	_	_	
9-5	552-555	the	_	_	
9-6	556-564	Reverend	_	_	
9-7	565-569	John	_	_	
9-8	570-575	Coles	_	_	
9-9	576-579	and	_	_	
9-10	580-586	Robert	_	_	
9-11	587-593	Wright	_	_	
9-12	593-594	,	_	_	
9-13	595-601	Clerks	_	_	
9-14	601-602	.	_	_	

#Text=The fallowing prisoners were tried and sentenced as under: Transportation.
10-1	603-606	The	_	_	
10-2	607-616	fallowing	_	_	
10-3	617-626	prisoners	_	_	
10-4	627-631	were	_	_	
10-5	632-637	tried	_	_	
10-6	638-641	and	_	_	
