#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=WEYMOUTH:—W EDNESDAY, June 9, 
#Text=Fashionable Arrivals.
1-1	0-8	WEYMOUTH	https://en.wikipedia.org/wiki/Weymouth,\_Dorset	LOC	
1-2	8-9	:	_	_	
1-3	9-10	—	_	_	
1-4	10-11	W	_	_	
1-5	12-20	EDNESDAY	_	_	
1-6	20-21	,	_	_	
1-7	22-26	June	_	_	
1-8	27-28	9	_	_	
1-9	28-29	,	_	_	
1-10	31-42	Fashionable	_	_	
1-11	43-51	Arrivals	_	_	
1-12	51-52	.	_	_	

#Text=—Col. and Mis.
2-1	52-53	—	_	_	
2-2	53-56	Col	_	_	
2-3	56-57	.	_	_	
2-4	58-61	and	_	_	
2-5	62-65	Mis	_	_	
2-6	65-66	.	_	_	

#Text=Sherston, Hon.
3-1	67-75	Sherston	_	_	
3-2	75-76	,	_	_	
3-3	77-80	Hon	_	_	
3-4	80-81	.	_	_	

#Text=Mrs.
4-1	82-85	Mrs	_	_	
4-2	85-86	.	_	_	

#Text=Harris, Co!
5-1	87-93	Harris	_	_	
5-2	93-94	,	_	_	
5-3	95-97	Co	_	_	
5-4	97-98	!	_	_	

#Text=,.
6-1	98-99	,	_	_	
6-2	99-100	.	_	_	

#Text=England, Mrs.
7-1	101-108	England	_	_	
7-2	108-109	,	_	_	
7-3	110-113	Mrs	_	_	
7-4	113-114	.	_	_	

#Text=Col.
8-1	115-118	Col	_	_	
8-2	118-119	.	_	_	

#Text=King.
9-1	120-124	King	_	_	
9-2	124-125	.	_	_	

#Text=Capt and the Misses Bolder, Tapt.
10-1	126-130	Capt	_	_	
10-2	131-134	and	_	_	
10-3	135-138	the	_	_	
10-4	139-145	Misses	_	_	
10-5	146-152	Bolder	_	_	
10-6	152-153	,	_	_	
10-7	154-158	Tapt	_	_	
10-8	158-159	.	_	_	

#Text=Halifax..
11-1	160-167	Halifax	_	_	
11-2	167-168	.	_	_	
11-3	168-169	.	_	_	

#Text=Capt.
12-1	170-174	Capt	_	_	
12-2	174-175	.	_	_	

#Text=JSngland, Capt, Denny, Lieut.
