#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=Surveyor of the Parish of Cum tiaint Michael.
1-1	0-8	Surveyor	_	_	
1-2	9-11	of	_	_	
1-3	12-15	the	_	_	
1-4	16-22	Parish	_	_	
1-5	23-25	of	_	_	
1-6	26-29	Cum	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[1]	LOC[1]	
1-7	30-36	tiaint	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[1]	LOC[1]	
1-8	37-44	Michael	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[1]	LOC[1]	
1-9	44-45	.	_	_	

#Text=NOTICE IS HEREBY GIVEN, that on the Third day of .IttLt next, APPLICATION will be made to Her Majestys Justices of the Peace, assembled at Quarter Sessions in and tor the County of Dorset, at DORCIIINITER, in the said County, for an ORDER FOR STOPPING UP A CERTAIN HIGHWAY, situate in the Parish of G11118A(111 SAINT MICHARL, in the Con,ty of Dorset, 1 ading tom " Critchel.
2-1	47-53	NOTICE	_	_	
2-2	54-56	IS	_	_	
2-3	57-63	HEREBY	_	_	
2-4	64-69	GIVEN	_	_	
2-5	69-70	,	_	_	
2-6	71-75	that	_	_	
2-7	76-78	on	_	_	
2-8	79-82	the	_	_	
2-9	83-88	Third	_	_	
2-10	89-92	day	_	_	
2-11	93-95	of	_	_	
2-12	96-97	.	_	_	
2-13	97-102	IttLt	_	_	
2-14	103-107	next	_	_	
2-15	107-108	,	_	_	
2-16	109-120	APPLICATION	_	_	
2-17	121-125	will	_	_	
2-18	126-128	be	_	_	
2-19	129-133	made	_	_	
2-20	134-136	to	_	_	
2-21	137-140	Her	_	_	
2-22	141-149	Majestys	_	_	
2-23	150-158	Justices	_	_	
2-24	159-161	of	_	_	
2-25	162-165	the	_	_	
2-26	166-171	Peace	_	_	
2-27	171-172	,	_	_	
2-28	173-182	assembled	_	_	
2-29	183-185	at	_	_	
2-30	186-193	Quarter	_	_	
2-31	194-202	Sessions	_	_	
2-32	203-205	in	_	_	
2-33	206-209	and	_	_	
2-34	210-213	tor	_	_	
2-35	214-217	the	_	_	
2-36	218-224	County	https://en.wikipedia.org/wiki/Dorset[2]	LOC[2]	
2-37	225-227	of	https://en.wikipedia.org/wiki/Dorset[2]	LOC[2]	
2-38	228-234	Dorset	https://en.wikipedia.org/wiki/Dorset[2]	LOC[2]	
2-39	234-235	,	_	_	
2-40	236-238	at	_	_	
2-41	239-251	DORCIIINITER	https://en.wikipedia.org/wiki/Dorchester,\_Dorset	LOC	
2-42	251-252	,	_	_	
2-43	253-255	in	_	_	
2-44	256-259	the	_	_	
2-45	260-264	said	_	_	
2-46	265-271	County	_	_	
2-47	271-272	,	_	_	
2-48	273-276	for	_	_	
2-49	277-279	an	_	_	
2-50	280-285	ORDER	_	_	
2-51	286-289	FOR	_	_	
2-52	290-298	STOPPING	_	_	
2-53	299-301	UP	_	_	
2-54	302-303	A	_	_	
2-55	304-311	CERTAIN	_	_	
2-56	312-319	HIGHWAY	_	_	
2-57	319-320	,	_	_	
2-58	321-328	situate	_	_	
2-59	329-331	in	_	_	
2-60	332-335	the	_	_	
2-61	336-342	Parish	_	_	
2-62	343-345	of	_	_	
2-63	346-353	G11118A	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[3]	LOC[3]	
2-64	353-354	(	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[3]	LOC[3]	
2-65	354-357	111	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[3]	LOC[3]	
2-66	358-363	SAINT	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[3]	LOC[3]	
2-67	364-371	MICHARL	https://en.wikipedia.org/wiki/Gussage\_St\_Michael[3]	LOC[3]	
2-68	371-372	,	_	_	
2-69	373-375	in	_	_	
2-70	376-379	the	_	_	
2-71	380-383	Con	https://en.wikipedia.org/wiki/Dorset[4]	LOC[4]	
2-72	383-384	,	https://en.wikipedia.org/wiki/Dorset[4]	LOC[4]	
2-73	384-386	ty	https://en.wikipedia.org/wiki/Dorset[4]	LOC[4]	
2-74	387-389	of	https://en.wikipedia.org/wiki/Dorset[4]	LOC[4]	
2-75	390-396	Dorset	https://en.wikipedia.org/wiki/Dorset[4]	LOC[4]	
2-76	396-397	,	_	_	
2-77	398-399	1	_	_	
2-78	400-405	ading	_	_	
2-79	406-409	tom	_	_	
2-80	410-411	"	_	_	
2-81	412-420	Critchel	_	_	
2-82	420-421	.	_	_	

#Text=Down," and commencing at the joining of " Critchell Down • by a field sailed /Humans Field," in the occupation of George Good, and extend ing through " Stamens Field," and a certain meadow called " Doctors Meadow," also in the occupation of the said George Good, and terminating at a certain Highway called .° Water Lane," the said Highway being useless and unnecessary.
3-1	422-426	Down	_	_	
3-2	426-427	,	_	_	
3-3	427-428	"	_	_	
3-4	429-432	and	_	_	
3-5	433-443	commencing	_	_	
3-6	444-446	at	_	_	
3-7	447-450	the	_	_	
3-8	451-458	joining	_	_	
3-9	459-461	of	_	_	
3-10	462-463	"	_	_	
3-11	464-473	Critchell	_	_	
3-12	474-478	Down	_	_	
3-13	479-480	•	_	_	
3-14	481-483	by	_	_	
3-15	484-485	a	_	_	
3-16	486-491	field	_	_	
3-17	492-498	sailed	_	_	
3-18	499-500	/	_	_	
