#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=JOHN ROSS COULTHART, Esq., J.P.
1-1	0-4	JOHN	_	_	
1-2	5-9	ROSS	_	_	
1-3	10-19	COULTHART	_	_	
1-4	19-20	,	_	_	
1-5	21-24	Esq	_	_	
1-6	24-25	.	_	_	
1-7	25-26	,	_	_	
1-8	27-30	J.P	_	_	
1-9	30-31	.	_	_	

#Text=Banker, Ashton Bank.
2-1	32-38	Banker	_	_	
2-2	38-39	,	_	_	
2-3	40-46	Ashton	_	_	
2-4	47-51	Bank	_	_	
2-5	51-52	.	_	_	

#Text=Honorary Secretaries: Rev.
3-1	54-62	Honorary	_	_	
3-2	63-74	Secretaries	_	_	
3-3	74-75	:	_	_	
3-4	76-79	Rev	_	_	
3-5	79-80	.	_	_	

#Text=F.
4-1	81-82	F	_	_	
4-2	82-83	.	_	_	

#Text=H.
5-1	84-85	H	_	_	
5-2	85-86	.	_	_	

#Text=WILLIAMS, M.A., ROBT.
6-1	87-95	WILLIAMS	_	_	
6-2	95-96	,	_	_	
6-3	97-100	M.A	_	_	
6-4	100-101	.	_	_	
6-5	101-102	,	_	_	
6-6	103-107	ROBT	_	_	
6-7	107-108	.	_	_	

#Text=EVANS, Solr., and W.
7-1	109-114	EVANS	_	_	
7-2	114-115	,	_	_	
7-3	116-120	Solr	_	_	
7-4	120-121	.	_	_	
7-5	121-122	,	_	_	
7-6	123-126	and	_	_	
7-7	127-128	W	_	_	
7-8	128-129	.	_	_	

#Text=A.
8-1	130-131	A	_	_	
8-2	131-132	.	_	_	

#Text=HYDE
9-1	133-137	HYDE	_	_	

#Text=.
10-1	137-138	.	_	_	

#Text=£ s. d.
11-1	140-141	£	_	_	
11-2	142-143	s	_	_	
11-3	143-144	.	_	_	
11-4	145-146	d	_	_	
11-5	146-147	.	_	_	

#Text=Subscriptions received for the week ending December 24th, 1862 : Mansion House Committee 2000 0 0 Ditto for Christmas Dinners .. 550 0 0 Ditto for the Overlookers’ Special Fund .. 300 Q 0 Ditto Christmas Dinners for Overlookers.. 25 0 0 Miss Mellor (Ist donation) 10 0 0 Messrs.
12-1	149-162	Subscriptions	_	_	
12-2	163-171	received	_	_	
12-3	172-175	for	_	_	
12-4	176-179	the	_	_	
12-5	180-184	week	_	_	
12-6	185-191	ending	_	_	
12-7	192-200	December	_	_	
12-8	201-205	24th	_	_	
12-9	205-206	,	_	_	
12-10	207-211	1862	_	_	
12-11	212-213	:	_	_	
12-12	214-221	Mansion	_	_	
12-13	222-227	House	_	_	
12-14	228-237	Committee	_	_	
12-15	238-242	2000	_	_	
12-16	243-244	0	_	_	
12-17	245-246	0	_	_	
12-18	247-252	Ditto	_	_	
12-19	253-256	for	_	_	
12-20	257-266	Christmas	_	_	
12-21	267-274	Dinners	_	_	
12-22	275-276	.	_	_	
12-23	276-277	.	_	_	
12-24	278-281	550	_	_	
12-25	282-283	0	_	_	
12-26	284-285	0	_	_	
12-27	286-291	Ditto	_	_	
12-28	292-295	for	_	_	
12-29	296-299	the	_	_	
12-30	300-311	Overlookers	_	_	
12-31	311-312	’	_	_	
12-32	313-320	Special	_	_	
12-33	321-325	Fund	_	_	
12-34	326-327	.	_	_	
12-35	327-328	.	_	_	
12-36	329-332	300	_	_	
12-37	333-334	Q	_	_	
12-38	335-336	0	_	_	
12-39	337-342	Ditto	_	_	
12-40	343-352	Christmas	_	_	
12-41	353-360	Dinners	_	_	
12-42	361-364	for	_	_	
12-43	365-376	Overlookers	_	_	
12-44	376-377	.	_	_	
12-45	377-378	.	_	_	
12-46	379-381	25	_	_	
12-47	382-383	0	_	_	
12-48	384-385	0	_	_	
12-49	386-390	Miss	_	_	
12-50	391-397	Mellor	_	_	
12-51	398-399	(	_	_	
