#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=Beal e y’s city depot.
1-1	0-4	Beal	_	_	
1-2	5-6	e	_	_	
1-3	7-8	y	_	_	
1-4	8-9	’	_	_	
1-5	9-10	s	_	_	
1-6	11-15	city	_	_	
1-7	16-21	depot	_	_	
1-8	21-22	.	_	_	

#Text=For the introduction of first-class Patented Intern ions, 112, Portland strbbt (Oxford-road), Manchester.
2-1	23-26	For	_	_	
2-2	27-30	the	_	_	
2-3	31-43	introduction	_	_	
2-4	44-46	of	_	_	
2-5	47-58	first-class	_	_	
2-6	59-67	Patented	_	_	
2-7	68-74	Intern	_	_	
2-8	75-79	ions	_	_	
2-9	79-80	,	_	_	
2-10	81-84	112	_	_	
2-11	84-85	,	_	_	
2-12	86-94	Portland	*[1]	STREET[1]	
2-13	95-101	strbbt	*[1]	STREET[1]	
2-14	102-103	(	_	_	
2-15	103-114	Oxford-road	*	STREET	
2-16	114-115	)	_	_	
2-17	115-116	,	_	_	
2-18	117-127	Manchester	https://en.wikipedia.org/wiki/Manchester	LOC	
2-19	127-128	.	_	_	

#Text=STEVENS’S Patented BREAD-MAKING MACHINERY.
3-1	129-136	STEVENS	_	_	
3-2	136-137	’	_	_	
3-3	137-138	S	_	_	
3-4	139-147	Patented	_	_	
3-5	148-160	BREAD-MAKING	_	_	
3-6	161-170	MACHINERY	_	_	
3-7	170-171	.	_	_	

#Text=Testimonials from 60 noblemen and gentlemen, 24 medical officers of health, 13 gorernment establishments, 13 unions and workhouses, 16 other public establishments, 50 master bakers, and from innumerable private families.
4-1	172-184	Testimonials	_	_	
4-2	185-189	from	_	_	
4-3	190-192	60	_	_	
4-4	193-201	noblemen	_	_	
4-5	202-205	and	_	_	
4-6	206-215	gentlemen	_	_	
4-7	215-216	,	_	_	
4-8	217-219	24	_	_	
4-9	220-227	medical	_	_	
4-10	228-236	officers	_	_	
4-11	237-239	of	_	_	
4-12	240-246	health	_	_	
4-13	246-247	,	_	_	
4-14	248-250	13	_	_	
4-15	251-261	gorernment	_	_	
4-16	262-276	establishments	_	_	
4-17	276-277	,	_	_	
4-18	278-280	13	_	_	
4-19	281-287	unions	_	_	
4-20	288-291	and	_	_	
4-21	292-302	workhouses	_	_	
4-22	302-303	,	_	_	
4-23	304-306	16	_	_	
4-24	307-312	other	_	_	
4-25	313-319	public	_	_	
4-26	320-334	establishments	_	_	
4-27	334-335	,	_	_	
4-28	336-338	50	_	_	
