#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=NETHERLANDS.
1-1	0-11	NETHERLANDS	https://en.wikipedia.org/wiki/Netherlands	LOC	
1-2	11-12	.	_	_	

#Text=The King of the Netherlands has recently issued a decree, in which it is ordained that all wine, beer, vinegar, spirits salt, sugar, beef, and pork, brought from the rebellious provinces into Holland, shall be considered as coming from a foreign country, and shall be charged with Excise duties accordingly; and that the exportation from Holland to the said rebellious provinces. of grain, salt, gunpowder, and all descriptions of military stores, shall be strictly prohibited.
2-1	14-17	The	_	_	
2-2	18-22	King	_	_	
2-3	23-25	of	_	_	
2-4	26-29	the	_	_	
2-5	30-41	Netherlands	https://en.wikipedia.org/wiki/Netherlands	LOC	
2-6	42-45	has	_	_	
2-7	46-54	recently	_	_	
2-8	55-61	issued	_	_	
2-9	62-63	a	_	_	
2-10	64-70	decree	_	_	
2-11	70-71	,	_	_	
2-12	72-74	in	_	_	
2-13	75-80	which	_	_	
2-14	81-83	it	_	_	
2-15	84-86	is	_	_	
2-16	87-95	ordained	_	_	
2-17	96-100	that	_	_	
2-18	101-104	all	_	_	
2-19	105-109	wine	_	_	
2-20	109-110	,	_	_	
2-21	111-115	beer	_	_	
2-22	115-116	,	_	_	
2-23	117-124	vinegar	_	_	
2-24	124-125	,	_	_	
2-25	126-133	spirits	_	_	
2-26	134-138	salt	_	_	
2-27	138-139	,	_	_	
2-28	140-145	sugar	_	_	
2-29	145-146	,	_	_	
2-30	147-151	beef	_	_	
2-31	151-152	,	_	_	
2-32	153-156	and	_	_	
2-33	157-161	pork	_	_	
2-34	161-162	,	_	_	
2-35	163-170	brought	_	_	
2-36	171-175	from	_	_	
2-37	176-179	the	_	_	
2-38	180-190	rebellious	_	_	
2-39	191-200	provinces	_	_	
2-40	201-205	into	_	_	
2-41	206-213	Holland	https://en.wikipedia.org/wiki/Holland	LOC	
2-42	213-214	,	_	_	
2-43	215-220	shall	_	_	
2-44	221-223	be	_	_	
2-45	224-234	considered	_	_	
2-46	235-237	as	_	_	
2-47	238-244	coming	_	_	
2-48	245-249	from	_	_	
2-49	250-251	a	_	_	
2-50	252-259	foreign	_	_	
2-51	260-267	country	_	_	
2-52	267-268	,	_	_	
2-53	269-272	and	_	_	
2-54	273-278	shall	_	_	
2-55	279-281	be	_	_	
2-56	282-289	charged	_	_	
2-57	290-294	with	_	_	
2-58	295-301	Excise	_	_	
2-59	302-308	duties	_	_	
2-60	309-320	accordingly	_	_	
2-61	320-321	;	_	_	
2-62	322-325	and	_	_	
2-63	326-330	that	_	_	
2-64	331-334	the	_	_	
2-65	335-346	exportation	_	_	
2-66	347-351	from	_	_	
2-67	352-359	Holland	_	_	
2-68	360-362	to	_	_	
2-69	363-366	the	_	_	
2-70	367-371	said	_	_	
2-71	372-382	rebellious	_	_	
2-72	383-392	provinces	_	_	
2-73	392-393	.	_	_	
2-74	394-396	of	_	_	
2-75	397-402	grain	_	_	
2-76	402-403	,	_	_	
2-77	404-408	salt	_	_	
2-78	408-409	,	_	_	
2-79	410-419	gunpowder	_	_	
2-80	419-420	,	_	_	
2-81	421-424	and	_	_	
2-82	425-428	all	_	_	
2-83	429-441	descriptions	_	_	
2-84	442-444	of	_	_	
2-85	445-453	military	_	_	
2-86	454-460	stores	_	_	
2-87	460-461	,	_	_	
2-88	462-467	shall	_	_	
2-89	468-470	be	_	_	
2-90	471-479	strictly	_	_	
2-91	480-490	prohibited	_	_	
2-92	490-491	.	_	_	

#Text=It is difficult to ascertain the motives which guide the actions of the Prince of Orange in Belgium.
3-1	493-495	It	_	_	
3-2	496-498	is	_	_	
3-3	499-508	difficult	_	_	
3-4	509-511	to	_	_	
