#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=DUKINFIELD.
1-1	0-10	DUKINFIELD	https://en.wikipedia.org/wiki/Dukinfield	LOC	
1-2	10-11	.	_	_	

#Text=Knutsford Sessions.
2-1	13-22	Knutsford	https://en.wikipedia.org/wiki/Knutsford	LOC	
2-2	23-31	Sessions	_	_	
2-3	31-32	.	_	_	

#Text=—The servant girl, Eliza Ann Byrom, who stole a quantity of clothes from the house where she lodged, in Dukiafield, was sentenced to two months’ imprisonment.
3-1	32-33	—	_	_	
3-2	33-36	The	_	_	
3-3	37-44	servant	_	_	
3-4	45-49	girl	_	_	
3-5	49-50	,	_	_	
3-6	51-56	Eliza	_	_	
3-7	57-60	Ann	_	_	
3-8	61-66	Byrom	_	_	
3-9	66-67	,	_	_	
3-10	68-71	who	_	_	
3-11	72-77	stole	_	_	
3-12	78-79	a	_	_	
3-13	80-88	quantity	_	_	
3-14	89-91	of	_	_	
3-15	92-99	clothes	_	_	
3-16	100-104	from	_	_	
3-17	105-108	the	_	_	
3-18	109-114	house	_	_	
3-19	115-120	where	_	_	
3-20	121-124	she	_	_	
3-21	125-131	lodged	_	_	
3-22	131-132	,	_	_	
3-23	133-135	in	_	_	
3-24	136-146	Dukiafield	https://en.wikipedia.org/wiki/Dukinfield	LOC	
3-25	146-147	,	_	_	
3-26	148-151	was	_	_	
3-27	152-161	sentenced	_	_	
3-28	162-164	to	_	_	
3-29	165-168	two	_	_	
3-30	169-175	months	_	_	
3-31	175-176	’	_	_	
3-32	177-189	imprisonment	_	_	
3-33	189-190	.	_	_	

#Text=Martha Wilde, who was sent from the Dukinfield court for obtaining money under false pretences by representing at two pawnshops in Dukinfield that a spurious composition called coraline beads were real coral was discharged.
4-1	191-197	Martha	_	_	
4-2	198-203	Wilde	_	_	
4-3	203-204	,	_	_	
4-4	205-208	who	_	_	
4-5	209-212	was	_	_	
4-6	213-217	sent	_	_	
4-7	218-222	from	_	_	
4-8	223-226	the	_	_	
4-9	227-237	Dukinfield	https://en.wikipedia.org/wiki/Dukinfield	LOC	
4-10	238-243	court	_	_	
4-11	244-247	for	_	_	
4-12	248-257	obtaining	_	_	
4-13	258-263	money	_	_	
4-14	264-269	under	_	_	
4-15	270-275	false	_	_	
4-16	276-285	pretences	_	_	
4-17	286-288	by	_	_	
4-18	289-301	representing	_	_	
4-19	302-304	at	_	_	
4-20	305-308	two	_	_	
4-21	309-318	pawnshops	_	_	
4-22	319-321	in	_	_	
4-23	322-332	Dukinfield	https://en.wikipedia.org/wiki/Dukinfield	LOC	
4-24	333-337	that	_	_	
4-25	338-339	a	_	_	
4-26	340-348	spurious	_	_	
4-27	349-360	composition	_	_	
4-28	361-367	called	_	_	
4-29	368-376	coraline	_	_	
4-30	377-382	beads	_	_	
4-31	383-387	were	_	_	
