#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=NOTICE.
1-1	0-6	NOTICE	_	_	
1-2	6-7	.	_	_	

#Text=—REGULAR WEEKLY ATTENDANCE, TEETH.
2-1	7-8	—	_	_	
2-2	8-15	REGULAR	_	_	
2-3	16-22	WEEKLY	_	_	
2-4	23-33	ATTENDANCE	_	_	
2-5	33-34	,	_	_	
2-6	35-40	TEETH	_	_	
2-7	40-41	.	_	_	

#Text=TEETH.
3-1	42-47	TEETH	_	_	
3-2	47-48	.	_	_	

#Text=Messrs molloy,surgeon dentists, of 112, Rusholme-road (near All Saints), Manchester, rm-y be consulted every Saturday, from Ten till Five o’clock, at 931 Stamford-slreet, Ashton, tee residence of Mr.
4-1	50-56	Messrs	_	_	
4-2	57-63	molloy	_	_	
4-3	63-64	,	_	_	
4-4	64-71	surgeon	_	_	
4-5	72-80	dentists	_	_	
4-6	80-81	,	_	_	
4-7	82-84	of	_	_	
4-8	85-88	112	_	_	
4-9	88-89	,	_	_	
4-10	90-103	Rusholme-road	*	STREET	
4-11	104-105	(	_	_	
4-12	105-109	near	_	_	
4-13	110-113	All	*[1]	BUILDING[1]	
4-14	114-120	Saints	*[1]	BUILDING[1]	
4-15	120-121	)	_	_	
4-16	121-122	,	_	_	
4-17	123-133	Manchester	https://en.wikipedia.org/wiki/Manchester	LOC	
4-18	133-134	,	_	_	
4-19	135-139	rm-y	_	_	
4-20	140-142	be	_	_	
4-21	143-152	consulted	_	_	
4-22	153-158	every	_	_	
4-23	159-167	Saturday	_	_	
4-24	167-168	,	_	_	
4-25	169-173	from	_	_	
4-26	174-177	Ten	_	_	
4-27	178-182	till	_	_	
4-28	183-187	Five	_	_	
4-29	188-189	o	_	_	
4-30	189-190	’	_	_	
4-31	190-195	clock	_	_	
4-32	195-196	,	_	_	
4-33	197-199	at	_	_	
4-34	200-203	931	_	_	
4-35	204-219	Stamford-slreet	*	STREET	
4-36	219-220	,	_	_	
4-37	221-227	Ashton	https://en.wikipedia.org/wiki/Ashton-under-Lyne	LOC	
4-38	227-228	,	_	_	
4-39	229-232	tee	_	_	
4-40	233-242	residence	_	_	
4-41	243-245	of	_	_	
4-42	246-248	Mr	_	_	
4-43	248-249	.	_	_	

#Text=Bostock, Chemist.
5-1	250-257	Bostock	_	_	
5-2	257-258	,	_	_	
5-3	259-266	Chemist	_	_	
5-4	266-267	.	_	_	

#Text=They continue to suppy their unrivalled MINERAL TEETH and ARTIFICIAL GUMS, which restore both the appearance of natural teeth and their usefulness in mastication.
6-1	269-273	They	_	_	
6-2	274-282	continue	_	_	
6-3	283-285	to	_	_	
6-4	286-291	suppy	_	_	
6-5	292-297	their	_	_	
6-6	298-308	unrivalled	_	_	
6-7	309-316	MINERAL	_	_	
6-8	317-322	TEETH	_	_	
6-9	323-326	and	_	_	
6-10	327-337	ARTIFICIAL	_	_	
6-11	338-342	GUMS	_	_	
6-12	342-343	,	_	_	
6-13	344-349	which	_	_	
6-14	350-357	restore	_	_	
6-15	358-362	both	_	_	
6-16	363-366	the	_	_	
6-17	367-377	appearance	_	_	
6-18	378-380	of	_	_	
6-19	381-388	natural	_	_	
6-20	389-394	teeth	_	_	
6-21	395-398	and	_	_	
6-22	399-404	their	_	_	
6-23	405-415	usefulness	_	_	
6-24	416-418	in	_	_	
6-25	419-430	mastication	_	_	
6-26	430-431	.	_	_	

#Text=Their method of fixing them defies detection and dispenses with all painful operations.
7-1	432-437	Their	_	_	
7-2	438-444	method	_	_	
7-3	445-447	of	_	_	
7-4	448-454	fixing	_	_	
7-5	455-459	them	_	_	
7-6	460-466	defies	_	_	
7-7	467-476	detection	_	_	
7-8	477-480	and	_	_	
7-9	481-490	dispenses	_	_	
7-10	491-495	with	_	_	
7-11	496-499	all	_	_	
7-12	500-507	painful	_	_	
7-13	508-518	operations	_	_	
7-14	518-519	.	_	_	

#Text=Mersrs.
8-1	520-526	Mersrs	_	_	
8-2	526-527	.	_	_	

#Text=Molloy’s method of applying the PATENT GUMCOLOURED VULCANITE restores the deficiency of the gums and teeth, the natural appearance of the featu-es, and is particularly applicable in those cases in which from old age or long loss of the teeth the gums have become sarnnk or wasted.
9-1	528-534	Molloy	_	_	
9-2	534-535	’	_	_	
9-3	535-536	s	_	_	
9-4	537-543	method	_	_	
9-5	544-546	of	_	_	
9-6	547-555	applying	_	_	
9-7	556-559	the	_	_	
9-8	560-566	PATENT	_	_	
9-9	567-578	GUMCOLOURED	_	_	
9-10	579-588	VULCANITE	_	_	
9-11	589-597	restores	_	_	
