#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Customentity|identifiier|value


#Text=BRIDGWATER.
1-1	0-10	BRIDGWATER	https://en.wikipedia.org/wiki/Bridgwater	LOC	
1-2	10-11	.	_	_	

#Text=We are requested to correct an error which appeared in our last, to the effect that Mr.
2-1	13-15	We	_	_	
2-2	16-19	are	_	_	
2-3	20-29	requested	_	_	
2-4	30-32	to	_	_	
2-5	33-40	correct	_	_	
2-6	41-43	an	_	_	
2-7	44-49	error	_	_	
2-8	50-55	which	_	_	
2-9	56-64	appeared	_	_	
2-10	65-67	in	_	_	
2-11	68-71	our	_	_	
2-12	72-76	last	_	_	
2-13	76-77	,	_	_	
2-14	78-80	to	_	_	
2-15	81-84	the	_	_	
2-16	85-91	effect	_	_	
2-17	92-96	that	_	_	
2-18	97-99	Mr	_	_	
2-19	99-100	.	_	_	

#Text=Mole, chemist, of this place, had committed suicide.
3-1	101-105	Mole	_	_	
3-2	105-106	,	_	_	
3-3	107-114	chemist	_	_	
3-4	114-115	,	_	_	
3-5	116-118	of	_	_	
3-6	119-123	this	_	_	
3-7	124-129	place	_	_	
3-8	129-130	,	_	_	
3-9	131-134	had	_	_	
3-10	135-144	committed	_	_	
3-11	145-152	suicide	_	_	
3-12	152-153	.	_	_	

#Text=The paragraph, we presume, was written by our correspondent before the inquest put a different complexion on the melancholy event, for we are given to understand the jury returned a verdict to tbe effect that Mr.
4-1	154-157	The	_	_	
4-2	158-167	paragraph	_	_	
4-3	167-168	,	_	_	
4-4	169-171	we	_	_	
4-5	172-179	presume	_	_	
4-6	179-180	,	_	_	
4-7	181-184	was	_	_	
4-8	185-192	written	_	_	
4-9	193-195	by	_	_	
4-10	196-199	our	_	_	
4-11	200-213	correspondent	_	_	
4-12	214-220	before	_	_	
4-13	221-224	the	_	_	
4-14	225-232	inquest	_	_	
4-15	233-236	put	_	_	
4-16	237-238	a	_	_	
4-17	239-248	different	_	_	
4-18	249-259	complexion	_	_	
4-19	260-262	on	_	_	
4-20	263-266	the	_	_	
4-21	267-277	melancholy	_	_	
4-22	278-283	event	_	_	
4-23	283-284	,	_	_	
4-24	285-288	for	_	_	
4-25	289-291	we	_	_	
4-26	292-295	are	_	_	
4-27	296-301	given	_	_	
4-28	302-304	to	_	_	
4-29	305-315	understand	_	_	
